"message","label_model","correct_label","measure"
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","1","1","TP"
"WOT STUDENT DISCOUNT CAN U GET ON BOOKS?","0","0","TN"
"Me fine..absolutly fine","0","0","TN"
"How come she can get it? Should b quite diff to guess rite...","0","0","TN"
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt","1","1","TP"
"I will reach ur home in  &lt;#&gt;  minutes","0","0","TN"
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !","0","0","TN"
"Hi.what you think about match?","0","0","TN"
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","0","0","TN"
"Dai i downloaded but there is only exe file which i can only run that exe after installing.","0","0","TN"
"It is only yesterday true true.","0","0","TN"
"K.k.how is your business now?","0","0","TN"
"3 pa but not selected.","0","0","TN"
"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468","1","1","TP"
"I keep ten rs in my shelf:) buy two egg.","0","0","TN"
"I am late. I will be there at","0","0","TN"
"Well thats nice. Too bad i cant eat it","0","0","TN"
"I accidentally brought em home in the box","0","0","TN"
"Pls she needs to dat slowly or she will vomit more.","0","0","TN"
"I have to take exam with in march 3","0","0","TN"
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)","0","0","TN"
"5 nights...We nt staying at port step liao...Too ex","0","0","TN"
"If I die I want u to have all my stuffs.","0","0","TN"
"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""","0","0","TN"
"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!","0","0","TN"
"Prabha..i'm soryda..realy..frm heart i'm sory","0","0","TN"
"I re-met alex nichols from middle school and it turns out he's dealing!","0","0","TN"
"PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04","1","1","TP"
"It means u could not keep ur words.","0","0","TN"
"Nope, I'm still in the market","0","0","TN"
"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day","0","0","TN"
"YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.","1","1","TP"
"Hey what how about your project. Started aha da.","0","0","TN"
"Ok cool. See ya then.","0","0","TN"
"Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?","0","0","TN"
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..","1","0","FP"
"Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ","1","1","TP"
"Yeah I can still give you a ride","0","0","TN"
"Jay wants to work out first, how's 4 sound?","0","0","TN"
"Gud gud..k, chikku tke care.. sleep well gud nyt","0","0","TN"
"Its a part of checking IQ","0","0","TN"
"Hmm thinking lor...","0","0","TN"
"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*","0","0","TN"
"thanks for the temales it was wonderful. Thank. Have a great week.","0","0","TN"
"Thank you princess! I want to see your nice juicy booty...","0","0","TN"
"Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.","0","0","TN"
"Gud ni8 dear..slp well..take care..swt dreams..Muah..","0","0","TN"
"U come n search tat vid..not finishd..","0","0","TN"
"K I'm leaving soon, be there a little after 9","0","0","TN"
"Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+","1","1","TP"
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!","0","0","TN"
"You do your studies alone without anyones help. If you cant no need to study.","0","0","TN"
"Please tell me not all of my car keys are in your purse","0","0","TN"
"I didnt get anything da","0","0","TN"
"Ok... Sweet dreams...","0","0","TN"
"Well she's in for a big surprise!","0","0","TN"
"As usual..iam fine, happy &amp; doing well..:)","0","0","TN"
"1 in cbe. 2 in chennai.","0","0","TN"
"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.","0","0","TN"
"If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .","0","0","TN"
"I absolutely LOVE South Park! I only recently started watching the office.","0","0","TN"
"Did you see that film:)","0","0","TN"
"Pls speak with me. I wont ask anything other then you friendship.","0","0","TN"
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","0","0","TN"
"Gud ni8.swt drms.take care","0","0","TN"
"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN","0","0","TN"
"Anything lar then Ì_ not going home 4 dinner?","0","0","TN"
"\ER","0","0","TN"
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ","1","1","TP"
"Did u fix the teeth?if not do it asap.ok take care.","0","0","TN"
"So u wan 2 come for our dinner tonight a not?","0","0","TN"
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!","0","0","TN"
"Its too late:)but its k.wish you the same.","0","0","TN"
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.","0","0","TN"
"Oh yeah clearly it's my fault","0","0","TN"
"Dunno leh cant remember mayb lor. So wat time r we meeting tmr?","0","0","TN"
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...","0","0","TN"
"URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm","1","1","TP"
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""","0","0","TN"
"Vikky, come around  &lt;TIME&gt; ..","0","0","TN"
"And how you will do that, princess? :)","0","0","TN"
"I have gone into get info bt dont know what to do","0","0","TN"
"Yeah, probably here for a while","0","0","TN"
"Sent me ur email id soon","0","0","TN"
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","1","1","TP"
"I'm still pretty weak today .. Bad day ?","0","0","TN"
"Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...","0","0","TN"
"An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)","0","0","TN"
"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!","0","0","TN"
"Dear where you. Call me","1","0","FP"
"Xy trying smth now. U eat already? We havent...","0","0","TN"
"Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+","1","1","TP"
"I donno its in your genes or something","0","0","TN"
"XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ","1","1","TP"
"Alex says he's not ok with you not being ok with it","0","0","TN"
"Are u coming to the funeral home","0","0","TN"
"My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care","0","0","TN"
"I.ll hand her my phone to chat wit u","0","0","TN"
"Well good morning mr . Hows london treatin' ya treacle?","0","0","TN"
"I can't make it tonight","0","0","TN"
"At WHAT TIME should i come tomorrow","0","0","TN"
"About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.","1","0","FP"
"I can. But it will tell quite long, cos i haven't finish my film yet...","0","0","TN"
"Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.","0","0","TN"
"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""","1","0","FP"
"Ill be at yours in about 3 mins but look out for me","0","0","TN"
"What you did in  leave.","0","0","TN"
"I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now","0","0","TN"
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x","0","0","TN"
"yeah, that's what I was thinking","0","0","TN"
"K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1","0","0","TN"
"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...","0","0","TN"
"My sister going to earn more than me da.","0","0","TN"
"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50","1","1","TP"
"Hahaha..use your brain dear","0","0","TN"
"Jus finish watching tv... U?","0","0","TN"
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else","0","0","TN"
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*","0","0","TN"
"Kothi print out marandratha.","0","0","TN"
"But we havent got da topic yet rite?","0","0","TN"
"Ok no problem... Yup i'm going to sch at 4 if i rem correctly...","0","0","TN"
"Thanks, I'll keep that in mind","0","0","TN"
"Aah bless! How's your arm?","0","0","TN"
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.","0","0","TN"
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)","0","0","TN"
"What makes you most happy?","0","0","TN"
"Wishing you a wonderful week.","0","0","TN"
"Sweet heart how are you?","0","0","TN"
"Sir, waiting for your letter.","0","0","TN"
"Dude im no longer a pisces. Im an aquarius now.","0","0","TN"
"X course it 2yrs. Just so her messages on messenger lik you r sending me","0","0","TN"
"I think steyn surely get one wicket:)","0","0","TN"
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols","0","0","TN"
"Garbage bags, eggs, jam, bread, hannaford wheat chex","0","0","TN"
"No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.","0","0","TN"
"Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.","0","0","TN"
"My birthday is on feb  &lt;#&gt;  da. .","0","0","TN"
"So when do you wanna gym?","0","0","TN"
"You'd like that wouldn't you? Jerk!","0","0","TN"
"Are u awake? Is there snow there?","0","0","TN"
"And of course you should make a stink!","0","0","TN"
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020","1","1","TP"
"No go. No openings for that room 'til after thanksgiving without an upcharge.","0","0","TN"
"When you guys planning on coming over?","0","0","TN"
"Wat Ì_ doing now?","0","0","TN"
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","0","0","TN"
"No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.","0","0","TN"
"Do I? I thought I put it back in the box","0","0","TN"
"I'm home...","0","0","TN"
"No one interested. May be some business plan.","0","0","TN"
"Yup it's at paragon... I havent decided whether 2 cut yet... Hee...","0","0","TN"
"Good morning princess! Have a great day!","0","0","TN"
"Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...","0","0","TN"
"Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.","1","0","FP"
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)","0","0","TN"
"Tell me something. Thats okay.","0","0","TN"
"Ok","0","0","TN"
"Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow","0","0","TN"
"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...","1","0","FP"
"Hey, iouri gave me your number, I'm wylie, ryan's friend","0","0","TN"
"Yep get with the program. You're slacking.","0","0","TN"
"I'm in inside office..still filling forms.don know when they leave me.","0","0","TN"
"I think your mentor is , but not 100 percent sure.","0","0","TN"
"Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)","1","1","TP"
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.","1","1","TP"
"A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611","1","1","TP"
"Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates","0","0","TN"
"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!","1","1","TP"
"Hi mom we might be back later than  &lt;#&gt; ","0","0","TN"
"dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?","0","1","FN"
"Lol, oh you got a friend for the dog ?","0","0","TN"
"Ok., is any problem to u frm him? Wats matter?","0","0","TN"
"K I'll head out in a few mins, see you there","0","0","TN"
"Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..","0","0","TN"
"I cant pick the phone right now. Pls send a message","0","0","TN"
"I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.","0","0","TN"
"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270","0","1","FN"
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022","1","1","TP"
"Somebody set up a website where you can play hold em using eve online spacebucks","0","0","TN"
"Its sunny in california. The weather's just cool","0","0","TN"
"You have 1 new message. Call 0207-083-6089","1","1","TP"
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad","0","0","TN"
"Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.","0","0","TN"
"How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X","0","0","TN"
"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem","0","0","TN"
"I'm at work. Please call","1","0","FP"
"I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...","0","0","TN"
"NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!","0","0","TN"
"Ok.ok ok..then..whats ur todays plan","0","0","TN"
"Nt joking seriously i told","0","0","TN"
"Watching ajith film ah?","0","0","TN"
"Ooooooh I forgot to tell u I can get on yoville on my phone","0","0","TN"
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!","0","0","TN"
"I dont know exactly could you ask chechi.","0","0","TN"
"Dunno lei shd b driving lor cos i go sch 1 hr oni.","0","0","TN"
"As in i want custom officer discount oh.","0","0","TN"
"That's necessarily respectful","0","0","TN"
"Hi. Hope you had a good day. Have a better night.","0","0","TN"
"And he's apparently bffs with carly quick now","0","0","TN"
"HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...","0","0","TN"
"Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx","0","0","TN"
"Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx","0","0","TN"
"So gd got free ice cream... I oso wan...","0","0","TN"
"Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.","0","0","TN"
"So how many days since then?","0","0","TN"
"Dear are you angry i was busy dear","0","0","TN"
"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...","0","0","TN"
"... Are you in the pub?","0","0","TN"
"There is a first time for everything :)","0","0","TN"
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?","0","0","TN"
"I ask if u meeting da ge tmr nite...","0","0","TN"
"Gr8. So how do you handle the victoria island traffic. Plus when's the album due","0","0","TN"
"Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx","0","0","TN"
"East coast","0","0","TN"
"You should get more chicken broth if you want ramen unless there's some I don't know about","0","0","TN"
"My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!","0","0","TN"
"Nope. I just forgot. Will show next week","0","0","TN"
"So how are you really. What are you up to. How's the masters. And so on.","0","0","TN"
"I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)","0","0","TN"
"I dont know oh. Hopefully this month.","0","0","TN"
"Hi elaine, is today's meeting confirmed?","0","0","TN"
"Ok k..sry i knw 2 siva..tats y i askd..","0","0","TN"
"Sorry, I'll call later","0","0","TN"
"U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...","0","0","TN"
"Otherwise had part time job na-tuition..","0","0","TN"
"Oh yeah! And my diet just flew out the window","0","0","TN"
"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.","1","1","TP"
"You didnt complete your gist oh.","0","0","TN"
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can","0","0","TN"
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around","0","0","TN"
"If I was I wasn't paying attention","0","0","TN"
"Thanx a lot 4 ur help!","0","0","TN"
"You're gonna have to be way more specific than that","0","0","TN"
"Jesus armand really is trying to tell everybody he can find","0","0","TN"
"I'm wif him now buying tix lar...","0","0","TN"
"Mode men or have you left.","0","0","TN"
"Am slow in using biola's fne","0","0","TN"
"\What are youdoing later? Sar xxx\""""","0","0","TN"
"Hey i've booked the 2 lessons on sun liao...","0","0","TN"
"Thank you. do you generally date the brothas?","0","0","TN"
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x","0","0","TN"
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!","0","0","TN"
"You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???","1","1","TP"
"Good morning. At the repair shop--the ONLY reason i'm up at this hour.","0","0","TN"
"And that's fine, I got enough bud to last most of the night at least","0","0","TN"
"I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?","0","0","TN"
"So that takes away some money worries","0","0","TN"
"aight we can pick some up, you open before tonight?","0","0","TN"
"Latest News! Police station toilet stolen, cops have nothing to go on!","0","1","FN"
"Sac needs to carry on:)","0","0","TN"
"Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.","0","0","TN"
"What???? Hello wats talks email address?","0","0","TN"
"Except theres a chick with huge boobs.","0","0","TN"
"Im just wondering what your doing right now?","0","0","TN"
"Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.","0","0","TN"
"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""","1","1","TP"
"Arun can u transfr me d amt","0","0","TN"
"Sorry, I'll call later","0","0","TN"
"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/","0","0","TN"
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906","1","1","TP"
"Ok i thk i got it. Then u wan me 2 come now or wat?","0","0","TN"
"Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv","1","1","TP"
"U GOIN OUT 2NITE?","0","0","TN"
"I will treasure every moment we spend together...","0","0","TN"
"Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway","0","0","TN"
"http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ","0","1","FN"
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk","1","1","TP"
"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm","1","1","TP"
"Ok lor.","0","0","TN"
"I thought slide is enough.","0","0","TN"
"Yup","0","0","TN"
"Well obviously not because all the people in my cool college life went home ;_;","0","0","TN"
"Ok lor Ì_ reaching then message me.","0","0","TN"
"Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?","0","0","TN"
"Dhoni have luck to win some big title.so we will win:)","0","0","TN"
"Yes princess! I want to please you every night. Your wish is my command...","0","0","TN"
"What Today-sunday..sunday is holiday..so no work..","0","0","TN"
"No probably  &lt;#&gt; %.","0","0","TN"
"Really do hope the work doesnt get stressful. Have a gr8 day.","0","0","TN"
"Have you seen who's back at Holby?!","0","0","TN"
"Shall call now dear having food","1","0","FP"
"URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm","1","1","TP"
"So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ","0","0","TN"
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy","0","0","TN"
"Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(","0","0","TN"
"Ofcourse I also upload some songs","0","0","TN"
"2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out","1","1","TP"
"K. I will sent it again","0","0","TN"
"Oh thanks a lot..i already bought 2 eggs ..","0","0","TN"
"K. I will sent it again","0","0","TN"
"U studying in sch or going home? Anyway i'll b going 2 sch later.","0","0","TN"
"Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper","1","1","TP"
"I think if he rule tamilnadu..then its very tough for our people.","0","0","TN"
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.","0","0","TN"
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...","0","0","TN"
"Yes... I trust u to buy new stuff ASAP so I can try it out","0","0","TN"
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","1","1","TP"
"Why did I wake up on my own &gt;:(","0","0","TN"
"Now get step 2 outta the way. Congrats again.","0","0","TN"
"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night","0","0","TN"
"PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04","1","1","TP"
"Apo all other are mokka players only","0","0","TN"
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI","0","0","TN"
"Wait . I will msg after  &lt;#&gt;  min.","0","0","TN"
"What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.","0","0","TN"
"God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8","0","0","TN"
"I want to be inside you every night...","0","0","TN"
"Machan you go to gym tomorrow,  i wil come late goodnight.","0","0","TN"
"Lol they were mad at first but then they woke up and gave in.","0","0","TN"
"I went to project centre","0","0","TN"
"It‰Û÷s reassuring, in this crazy world.","0","0","TN"
"Just making dinner, you ?","0","0","TN"
"Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave","0","0","TN"
"Oh... Okie lor...We go on sat... ","0","0","TN"
"You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.","0","0","TN"
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...","0","0","TN"
"Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt","0","0","TN"
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.","0","0","TN"
"Can you pls send me that company name. In saibaba colany","0","0","TN"
"No. I dont want to hear anything","0","0","TN"
"You are a big chic. Common. Declare","0","0","TN"
"Thats cool. I want to please you...","0","0","TN"
"Going to join tomorrow.","0","0","TN"
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99","1","1","TP"
"I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs","0","0","TN"
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04","1","1","TP"
"Total disappointment, when I texted you was the craziest shit got :(","0","0","TN"
"Its just the effect of irritation. Just ignore it","0","0","TN"
"What about this one then.","0","0","TN"
"I think that tantrum's finished so yeah I'll be by at some point","0","0","TN"
"Compliments to you. Was away from the system. How your side.","0","0","TN"
"happened here while you were adventuring","0","0","TN"
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ","0","0","TN"
"Ok which your another number","0","0","TN"
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","0","0","TN"
"Aiyah ok wat as long as got improve can already wat...","0","0","TN"
"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX","0","1","FN"
"I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight","0","0","TN"
"Just sleeping..and surfing","0","0","TN"
"ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800","1","1","TP"
"Yeah it's jus rite...","0","0","TN"
